JGI ID,JGI start,JGI end,NCBI start,NCBI end,NCBI ID,Column1,NCBI
jgi.p|Yarli1|67912,2761676,2763466,2761676,2763466,YALI0_D21769g,YALI0D21769g,YALI0D21769g
jgi.p|Yarli1|67913,2763590,2767999,2763590,2767999,YALI0_D21802g,YALI0D21802g,YALI0D21802g
jgi.p|Yarli1|67914,2769564,2777429,2769564,2777429,YALI0_D21846g,YALI0D21846g,YALI0D21846g
jgi.p|Yarli1|67915,2780070,2783309,2780070,2783309,YALI0_D21890g,YALI0D21890g,YALI0D21890g
jgi.p|Yarli1|67916,2783371,2789089,2783371,2789089,YALI0_D21912g,YALI0D21912g,YALI0D21912g
jgi.p|Yarli1|67917,2790274,2791059,2790274,2791059,YALI0_D21934g,YALI0D21934g,YALI0D21934g
jgi.p|Yarli1|67918,2791841,2792482,2791841,2792482,YALI0_D21956g,YALI0D21956g,YALI0D21956g
jgi.p|Yarli1|67919,2793125,2794249,2793125,2794249,YALI0_D21978g,YALI0D21978g,YALI0D21978g
jgi.p|Yarli1|67920,2795029,2797089,2795029,2797089,YALI0_D22000g,YALI0D22000g,YALI0D22000g
jgi.p|Yarli1|67921,2798570,2798983,2798570,2798983,YALI0_D22022g,YALI0D22022g,YALI0D22022g
jgi.p|Yarli1|67922,2800685,2801275,2800685,2801275,YALI0_D22044g,YALI0D22044g,YALI0D22044g
jgi.p|Yarli1|67923,2802007,2803029,2802007,2803029,YALI0_D22066g,YALI0D22066g,YALI0D22066g
jgi.p|Yarli1|67924,2804740,2805198,2804740,2805198,YALI0_D22088g,YALI0D22088g,YALI0D22088g
jgi.p|Yarli1|67925,2805783,2807468,2805783,2807468,YALI0_D22110g,YALI0D22110g,YALI0D22110g
jgi.p|Yarli1|67926,2814560,2815693,2814560,2815693,YALI0_D22132g,YALI0D22132g,YALI0D22132g
jgi.p|Yarli1|67927,2816631,2819042,2816631,2819042,YALI0_D22154g,YALI0D22154g,YALI0D22154g
jgi.p|Yarli1|67928,2819753,2820547,2819753,2820547,YALI0_D22220g,YALI0D22220g,YALI0D22220g
jgi.p|Yarli1|67929,2822590,2822940,2822590,2822940,YALI0_D22242g,YALI0D22242g,YALI0D22242g
jgi.p|Yarli1|67930,2824984,2826678,2824984,2826678,YALI0_D22264g,YALI0D22264g,YALI0D22264g
jgi.p|Yarli1|67931,2831334,2834903,2831334,2834903,YALI0_D22286g,YALI0D22286g,YALI0D22286g
jgi.p|Yarli1|67932,2837243,2838030,2837243,2838030,YALI0_D22308g,YALI0D22308g,YALI0D22308g
jgi.p|Yarli1|67933,2838351,2839880,2838351,2839880,YALI0_D22330g,YALI0D22330g,YALI0D22330g
jgi.p|Yarli1|67934,2843487,2845436,2843487,2845436,YALI0_D22352g,YALI0D22352g,YALI0D22352g
jgi.p|Yarli1|67935,2848351,2851290,2848351,2851290,YALI0_D22396g,YALI0D22396g,YALI0D22396g
jgi.p|Yarli1|67936,2855477,2856601,2855477,2856601,YALI0_D22418g,YALI0D22418g,YALI0D22418g
jgi.p|Yarli1|67937,2860709,2868344,2860709,2868344,YALI0_D22440g,YALI0D22440g,YALI0D22440g
jgi.p|Yarli1|67938,2869912,2871177,2869912,2871177,YALI0_D22462g,YALI0D22462g,YALI0D22462g
jgi.p|Yarli1|67939,2873107,2874552,2873107,2874552,YALI0_D22484g,YALI0D22484g,YALI0D22484g
jgi.p|Yarli1|67940,2874811,2879280,2874811,2879280,YALI0_D22506g,YALI0D22506g,YALI0D22506g
jgi.p|Yarli1|67941,2880827,2887388,2880827,2887388,YALI0_D22520g,YALI0D22520g,YALI0D22520g
jgi.p|Yarli1|67942,2888896,2890296,2888896,2890296,YALI0_D22550g,YALI0D22550g,YALI0D22550g
jgi.p|Yarli1|67943,2896215,2898695,2896215,2898695,YALI0_D22572g,YALI0D22572g,YALI0D22572g
jgi.p|Yarli1|67944,2900638,2902517,2900638,2902517,YALI0_D22594g,YALI0D22594g,YALI0D22594g
jgi.p|Yarli1|67945,2903920,2905269,2903920,2905269,YALI0_D22616g,YALI0D22616g,YALI0D22616g
jgi.p|Yarli1|67946,2908080,2909621,2908080,2909621,YALI0_D22638g,YALI0D22638g,YALI0D22638g
jgi.p|Yarli1|67947,2925368,2927089,2925368,2927089,YALI0_D22660g,YALI0D22660g,YALI0D22660g
jgi.p|Yarli1|67948,2933742,2936579,2933742,2936579,YALI0_D22682g,YALI0D22682g,YALI0D22682g
jgi.p|Yarli1|67949,2938536,2940183,2938536,2940183,YALI0_D22748g,YALI0D22748g,YALI0D22748g
jgi.p|Yarli1|67950,2944154,2947104,2944154,2947104,YALI0_D22770g,YALI0D22770g,YALI0D22770g
jgi.p|Yarli1|67951,2949682,2951496,2949682,2951496,YALI0_D22803g,YALI0D22803g,YALI0D22803g
jgi.p|Yarli1|67952,2953362,2957060,2953362,2957060,YALI0_D22825g,YALI0D22825g,YALI0D22825g
jgi.p|Yarli1|67953,2958160,2959395,2958160,2959395,YALI0_D22847g,YALI0D22847g,YALI0D22847g
jgi.p|Yarli1|67954,2961283,2961903,2961283,2961903,YALI0_D22869g,YALI0D22869g,YALI0D22869g
jgi.p|Yarli1|67955,2964346,2965689,2964346,2965689,YALI0_D22891g,YALI0D22891g,YALI0D22891g
jgi.p|Yarli1|67956,2966472,2968406,2966472,2968406,YALI0_D22913g,YALI0D22913g,YALI0D22913g
jgi.p|Yarli1|67957,2971135,2973255,2971135,2973255,YALI0_D22935g,YALI0D22935g,YALI0D22935g
jgi.p|Yarli1|67958,2977496,2978863,2977496,2978863,YALI0_D22957g,YALI0D22957g,YALI0D22957g
jgi.p|Yarli1|67959,2980406,2983057,2980406,2983057,YALI0_D22979g,YALI0D22979g,YALI0D22979g
jgi.p|Yarli1|67960,2983459,2986131,2983459,2986131,YALI0_D23001g,YALI0D23001g,YALI0D23001g
jgi.p|Yarli1|67961,2989070,2990695,2989070,2990695,YALI0_D23045g,YALI0D23045g,YALI0D23045g
jgi.p|Yarli1|67962,2991641,2993005,2991641,2993005,YALI0_D23067g,YALI0D23067g,YALI0D23067g
jgi.p|Yarli1|67963,2996957,2999356,2996957,2999356,YALI0_D23133g,YALI0D23133g,YALI0D23133g
jgi.p|Yarli1|67964,3000881,3001432,3000881,3001432,YALI0_D23155g,YALI0D23155g,YALI0D23155g
jgi.p|Yarli1|67965,3007197,3009035,3007197,3009035,YALI0_D23177g,YALI0D23177g,YALI0D23177g
jgi.p|Yarli1|67966,3010731,3011321,3010731,3011321,YALI0_D23199g,YALI0D23199g,YALI0D23199g
jgi.p|Yarli1|67967,3012864,3014126,3012864,3014126,YALI0_D23221g,YALI0D23221g,YALI0D23221g
jgi.p|Yarli1|67968,3014906,3015610,3014906,3015610,YALI0_D23243g,YALI0D23243g,YALI0D23243g
jgi.p|Yarli1|67969,3017625,3022001,3017625,3022001,YALI0_D23265g,YALI0D23265g,YALI0D23265g
jgi.p|Yarli1|67970,3025948,3031611,3025948,3031611,YALI0_D23287g,YALI0D23287g,YALI0D23287g
jgi.p|Yarli1|67971,3032298,3035205,3032298,3035205,YALI0_D23309g,YALI0D23309g,YALI0D23309g
jgi.p|Yarli1|67972,3035838,3037421,3035838,3037421,YALI0_D23331g,YALI0D23331g,YALI0D23331g
jgi.p|Yarli1|67973,3037983,3038642,3037983,3038642,YALI0_D23353g,YALI0D23353g,YALI0D23353g
jgi.p|Yarli1|67974,3039192,3039632,3039192,3039632,YALI0_D23375g,YALI0D23375g,YALI0D23375g
jgi.p|Yarli1|67975,3040725,3041307,3040725,3041307,YALI0_D23386g,YALI0D23386g,YALI0D23386g
jgi.p|Yarli1|67976,3041785,3042591,3041785,3042591,YALI0_D23397g,YALI0D23397g,YALI0D23397g
jgi.p|Yarli1|67977,3044678,3046951,3044678,3046951,YALI0_D23419g,YALI0D23419g,YALI0D23419g
jgi.p|Yarli1|67978,3047647,3048168,3047647,3048168,YALI0_D23441g,YALI0D23441g,YALI0D23441g
jgi.p|Yarli1|67979,3048593,3054178,3048593,3054178,YALI0_D23463g,YALI0D23463g,YALI0D23463g
jgi.p|Yarli1|67980,3058219,3059958,3058219,3059958,YALI0_D23485g,YALI0D23485g,YALI0D23485g
jgi.p|Yarli1|67981,3061600,3062079,3061600,3062079,YALI0_D23551g,YALI0D23551g,YALI0D23551g
jgi.p|Yarli1|67982,3062516,3063631,3062516,3063631,YALI0_D23573g,YALI0D23573g,YALI0D23573g
jgi.p|Yarli1|67983,3067379,3068728,3067379,3068728,YALI0_D23595g,YALI0D23595g,YALI0D23595g
jgi.p|Yarli1|67984,3070233,3072380,3070233,3072380,YALI0_D23617g,YALI0D23617g,YALI0D23617g
jgi.p|Yarli1|67985,3073174,3074948,3073174,3074948,YALI0_D23639g,YALI0D23639g,YALI0D23639g
jgi.p|Yarli1|67986,3075509,3076456,3075509,3076456,YALI0_D23661g,YALI0D23661g,YALI0D23661g
jgi.p|Yarli1|67987,3079166,3080476,3079166,3080476,YALI0_D23683g,YALI0D23683g,YALI0D23683g
jgi.p|Yarli1|67988,3081560,3083812,3081560,3083812,YALI0_D23705g,YALI0D23705g,YALI0D23705g
jgi.p|Yarli1|67989,3086706,3089595,3086706,3089595,YALI0_D23727g,YALI0D23727g,YALI0D23727g
jgi.p|Yarli1|67990,3094340,3096541,3094340,3096541,YALI0_D23749g,YALI0D23749g,YALI0D23749g
jgi.p|Yarli1|67991,3097218,3098765,3097218,3098765,YALI0_D23771g,YALI0D23771g,YALI0D23771g
jgi.p|Yarli1|67992,3099609,3100511,3099609,3100511,YALI0_D23793g,YALI0D23793g,YALI0D23793g
jgi.p|Yarli1|67993,3102789,3104189,3102789,3104189,YALI0_D23815g,YALI0D23815g,YALI0D23815g
jgi.p|Yarli1|67994,3105476,3106099,3105476,3106099,YALI0_D23837g,YALI0D23837g,YALI0D23837g
jgi.p|Yarli1|67995,3107591,3108442,3107591,3108442,YALI0_D23859g,YALI0D23859g,YALI0D23859g
jgi.p|Yarli1|67996,3110351,3113245,3110351,3113245,YALI0_D23881g,YALI0D23881g,YALI0D23881g
jgi.p|Yarli1|67997,3116106,3119525,3116106,3119525,YALI0_D23903g,YALI0D23903g,YALI0D23903g
jgi.p|Yarli1|67998,3121686,3124535,3121686,3124535,YALI0_D23925g,YALI0D23925g,YALI0D23925g
jgi.p|Yarli1|67999,3129612,3131738,3129612,3131738,YALI0_D23947g,YALI0D23947g,YALI0D23947g
jgi.p|Yarli1|68000,3134855,3139468,3134855,3139468,YALI0_D23969g,YALI0D23969g,YALI0D23969g
jgi.p|Yarli1|68001,3145431,3152312,3145431,3152312,YALI0_D24035g,YALI0D24035g,YALI0D24035g
jgi.p|Yarli1|68002,3154164,3154958,3154164,3154958,YALI0_D24057g,YALI0D24057g,YALI0D24057g
jgi.p|Yarli1|68003,3157078,3159066,3157078,3159066,YALI0_D24079g,YALI0D24079g,YALI0D24079g
jgi.p|Yarli1|68004,3162426,3164219,3162426,3164219,YALI0_D24101g,YALI0D24101g,YALI0D24101g
jgi.p|Yarli1|68005,3170405,3173017,3170405,3173017,YALI0_D24123g,YALI0D24123g,YALI0D24123g
jgi.p|Yarli1|68006,3177588,3178631,3177588,3178631,YALI0_D24145g,YALI0D24145g,YALI0D24145g
jgi.p|Yarli1|68007,3183316,3184278,3183316,3184278,YALI0_D24167g,YALI0D24167g,YALI0D24167g
jgi.p|Yarli1|68008,3188962,3193098,3188962,3193098,YALI0_D24189g,YALI0D24189g,YALI0D24189g
jgi.p|Yarli1|68009,3197071,3198465,3197071,3198465,YALI0_D24211g,YALI0D24211g,YALI0D24211g
jgi.p|Yarli1|68010,3199389,3202826,3199389,3202826,YALI0_D24233g,YALI0D24233g,YALI0D24233g
jgi.p|Yarli1|68011,3207604,3208095,3207604,3208095,YALI0_D24277g,YALI0D24277g,YALI0D24277g
jgi.p|Yarli1|68012,3215595,3216362,3215595,3216362,YALI0_D24299g,YALI0D24299g,YALI0D24299g
jgi.p|Yarli1|68013,3217498,3218604,3217498,3218604,YALI0_D24321g,YALI0D24321g,YALI0D24321g
jgi.p|Yarli1|68014,3221312,3223030,3221312,3223030,YALI0_D24343g,YALI0D24343g,YALI0D24343g
jgi.p|Yarli1|68015,3226095,3227309,3226095,3227309,YALI0_D24365g,YALI0D24365g,YALI0D24365g
jgi.p|Yarli1|68016,3231535,3232146,3231535,3232146,YALI0_D24387g,YALI0D24387g,YALI0D24387g
jgi.p|Yarli1|68017,3237177,3238949,3237177,3238949,YALI0_D24409g,YALI0D24409g,YALI0D24409g
jgi.p|Yarli1|68018,3242969,3244462,3242969,3244462,YALI0_D24431g,YALI0D24431g,YALI0D24431g
jgi.p|Yarli1|68019,3247772,3249892,3247772,3249892,YALI0_D24453g,YALI0D24453g,YALI0D24453g
jgi.p|Yarli1|68020,3252401,3253111,3252401,3253111,YALI0_D24475g,YALI0D24475g,YALI0D24475g
jgi.p|Yarli1|68021,3255830,3258610,3255830,3258610,YALI0_D24497g,YALI0D24497g,YALI0D24497g
jgi.p|Yarli1|68022,3259659,3260531,3259659,3260531,YALI0_D24519g,YALI0D24519g,YALI0D24519g
jgi.p|Yarli1|68023,3262918,3264339,3262918,3264339,YALI0_D24541g,YALI0D24541g,YALI0D24541g
jgi.p|Yarli1|68024,3267394,3268023,3267394,3268023,YALI0_D24563g,YALI0D24563g,YALI0D24563g
jgi.p|Yarli1|68025,3270029,3271156,3270029,3271156,YALI0_D24585g,YALI0D24585g,YALI0D24585g
jgi.p|Yarli1|68026,3271464,3272975,3271464,3272975,YALI0_D24607g,YALI0D24607g,YALI0D24607g
jgi.p|Yarli1|68027,3275523,3277272,3275523,3277272,YALI0_D24629g,YALI0D24629g,YALI0D24629g
jgi.p|Yarli1|68028,3278448,3280184,3278448,3280184,YALI0_D24651g,YALI0D24651g,YALI0D24651g
jgi.p|Yarli1|68029,3284310,3285563,3284310,3285563,YALI0_D24728g,YALI0D24728g,YALI0D24728g
jgi.p|Yarli1|68030,3291579,3293681,3291579,3293681,YALI0_D24750g,YALI0D24750g,YALI0D24750g
jgi.p|Yarli1|68031,3295837,3297240,3295837,3297240,YALI0_D24772g,YALI0D24772g,YALI0D24772g
jgi.p|Yarli1|68032,3299616,3300014,3299616,3300014,YALI0_D24816g,YALI0D24816g,YALI0D24816g
jgi.p|Yarli1|68033,3304467,3307039,3304467,3307039,YALI0_D24830g,YALI0D24830g,YALI0D24830g
jgi.p|Yarli1|68034,3309927,3310196,3309927,3310196,YALI0_D24849g,YALI0D24849g,YALI0D24849g
jgi.p|Yarli1|68035,3310819,3312303,3310819,3312303,YALI0_D24860g,YALI0D24860g,YALI0D24860g
jgi.p|Yarli1|68036,3322156,3323538,3322156,3323538,YALI0_D24926g,YALI0D24926g,YALI0D24926g
jgi.p|Yarli1|68037,3327464,3328438,3327464,3328438,YALI0_D24970g,YALI0D24970g,YALI0D24970g
jgi.p|Yarli1|68038,3330171,3330554,3330171,3330554,YALI0_D24992g,YALI0D24992g,YALI0D24992g
jgi.p|Yarli1|68039,3333236,3334741,3333236,3334741,YALI0_D25014g,YALI0D25014g,YALI0D25014g
jgi.p|Yarli1|68040,3338871,3339413,3338871,3339413,YALI0_D25036g,YALI0D25036g,YALI0D25036g
jgi.p|Yarli1|68041,3340885,3342519,3340885,3342519,YALI0_D25058g,YALI0D25058g,YALI0D25058g
jgi.p|Yarli1|68042,3344458,3345485,3344458,3345485,YALI0_D25080g,YALI0D25080g,YALI0D25080g
jgi.p|Yarli1|68043,3347505,3349033,3347505,3349033,YALI0_D25102g,YALI0D25102g,YALI0D25102g
jgi.p|Yarli1|68044,3350057,3352396,3350057,3352396,YALI0_D25124g,YALI0D25124g,YALI0D25124g
jgi.p|Yarli1|68045,3352996,3354147,3352996,3354147,YALI0_D25146g,YALI0D25146g,YALI0D25146g
jgi.p|Yarli1|68046,3354718,3355995,3354718,3355995,YALI0_D25168g,YALI0D25168g,YALI0D25168g
jgi.p|Yarli1|68047,3358843,3359727,3358843,3359727,YALI0_D25190g,YALI0D25190g,YALI0D25190g
jgi.p|Yarli1|68048,3360716,3362305,3360716,3362305,YALI0_D25212g,YALI0D25212g,YALI0D25212g
jgi.p|Yarli1|68049,3363075,3364421,3363075,3364421,YALI0_D25234g,YALI0D25234g,YALI0D25234g
jgi.p|Yarli1|68050,3368327,3369322,3368327,3369322,YALI0_D25256g,YALI0D25256g,YALI0D25256g
jgi.p|Yarli1|68051,3373179,3374036,3373179,3374036,YALI0_D25278g,YALI0D25278g,YALI0D25278g
jgi.p|Yarli1|68052,3376338,3377816,3376338,3377816,YALI0_D25322g,YALI0D25322g,YALI0D25322g
jgi.p|Yarli1|68053,3380749,3381906,3380749,3381906,YALI0_D25344g,YALI0D25344g,YALI0D25344g
jgi.p|Yarli1|68054,3383212,3384105,3383212,3384105,YALI0_D25366g,YALI0D25366g,YALI0D25366g
jgi.p|Yarli1|68055,3385452,3387584,3385452,3387584,YALI0_D25388g,YALI0D25388g,YALI0D25388g
jgi.p|Yarli1|68056,3391654,3392595,3391654,3392595,YALI0_D25454g,YALI0D25454g,YALI0D25454g
jgi.p|Yarli1|68057,3395004,3396440,3395004,3396440,YALI0_D25476g,YALI0D25476g,YALI0D25476g
jgi.p|Yarli1|68058,3399470,3400369,3399470,3400369,YALI0_D25498g,YALI0D25498g,YALI0D25498g
jgi.p|Yarli1|68059,3401870,3402598,3401870,3402598,YALI0_D25520g,YALI0D25520g,YALI0D25520g
jgi.p|Yarli1|68060,3404912,3406273,3404912,3406273,YALI0_D25542g,YALI0D25542g,YALI0D25542g
jgi.p|Yarli1|68061,3407349,3408420,3407349,3408420,YALI0_D25564g,YALI0D25564g,YALI0D25564g
jgi.p|Yarli1|68062,3409372,3410325,3409372,3410325,YALI0_D25586g,YALI0D25586g,YALI0D25586g
jgi.p|Yarli1|68063,3410682,3412550,3410682,3412550,YALI0_D25608g,YALI0D25608g,YALI0D25608g
jgi.p|Yarli1|68064,3413441,3414490,3413441,3414490,YALI0_D25630g,YALI0D25630g,YALI0D25630g
jgi.p|Yarli1|68065,3415499,3416122,3415499,3416122,YALI0_D25652g,YALI0D25652g,YALI0D25652g
jgi.p|Yarli1|68066,3417177,3419486,3417177,3419486,YALI0_D25674g,YALI0D25674g,YALI0D25674g
jgi.p|Yarli1|68067,3420542,3422005,3420542,3422005,YALI0_D25696g,YALI0D25696g,YALI0D25696g
jgi.p|Yarli1|68068,3422543,3423357,3422543,3423357,YALI0_D25718g,YALI0D25718g,YALI0D25718g
jgi.p|Yarli1|68069,3423456,3423848,3423456,3423848,YALI0_D25740g,YALI0D25740g,YALI0D25740g
jgi.p|Yarli1|68070,3424956,3426068,3424956,3426068,YALI0_D25762g,YALI0D25762g,YALI0D25762g
jgi.p|Yarli1|68071,3427599,3428807,3427599,3428807,YALI0_D25784g,YALI0D25784g,YALI0D25784g
jgi.p|Yarli1|68072,3430132,3431304,3430132,3431304,YALI0_D25806g,YALI0D25806g,YALI0D25806g
jgi.p|Yarli1|68073,3433171,3437157,3433171,3437157,YALI0_D25828g,YALI0D25828g,YALI0D25828g
jgi.p|Yarli1|68074,3437411,3439522,3437411,3439522,YALI0_D25850g,YALI0D25850g,YALI0D25850g
jgi.p|Yarli1|68075,3440546,3441424,3440546,3441424,YALI0_D25872g,YALI0D25872g,YALI0D25872g
jgi.p|Yarli1|68076,3444046,3444618,3444046,3444618,YALI0_D25894g,YALI0D25894g,YALI0D25894g
jgi.p|Yarli1|68077,3444829,3445293,3444829,3445293,YALI0_D25916g,YALI0D25916g,YALI0D25916g
jgi.p|Yarli1|68078,3447307,3450498,3447307,3450498,YALI0_D25938g,YALI0D25938g,YALI0D25938g
jgi.p|Yarli1|68079,3460721,3462823,3460721,3462823,YALI0_D26015g,YALI0D26015g,YALI0D26015g
jgi.p|Yarli1|68080,3463629,3465704,3463629,3465704,YALI0_D26081g,YALI0D26081g,YALI0D26081g
jgi.p|Yarli1|68081,3467052,3469334,3467052,3469334,YALI0_D26103g,YALI0D26103g,YALI0D26103g
jgi.p|Yarli1|68082,3471417,3471923,3471417,3471923,YALI0_D26125g,YALI0D26125g,YALI0D26125g
jgi.p|Yarli1|68083,3474094,3476076,3474094,3476076,YALI0_D26147g,YALI0D26147g,YALI0D26147g
jgi.p|Yarli1|68084,3478784,3480439,3478784,3480439,YALI0_D26169g,YALI0D26169g,YALI0D26169g
jgi.p|Yarli1|68085,3481755,3483734,3481755,3483734,YALI0_D26191g,YALI0D26191g,YALI0D26191g
jgi.p|Yarli1|68086,3483975,3485387,3483975,3485387,YALI0_D26213g,YALI0D26213g,YALI0D26213g
jgi.p|Yarli1|68087,3486929,3489511,3486929,3489511,YALI0_D26235g,YALI0D26235g,YALI0D26235g
jgi.p|Yarli1|68088,3490069,3492042,3490069,3492042,YALI0_D26257g,YALI0D26257g,YALI0D26257g
jgi.p|Yarli1|68089,3495011,3496369,3495011,3496369,YALI0_D26279g,YALI0D26279g,YALI0D26279g
jgi.p|Yarli1|68090,3496583,3497293,3496583,3497293,YALI0_D26301g,YALI0D26301g,YALI0D26301g
jgi.p|Yarli1|68091,3499602,3504305,3499602,3504305,YALI0_D26315g,YALI0D26315g,YALI0D26315g
jgi.p|Yarli1|68092,3505141,3505500,3505141,3505500,YALI0_D26323g,YALI0D26323g,YALI0D26323g
jgi.p|Yarli1|68093,3505907,3506935,3505907,3506935,YALI0_D26345g,YALI0D26345g,YALI0D26345g
jgi.p|Yarli1|68094,3507588,3508982,3507588,3508982,YALI0_D26367g,YALI0D26367g,YALI0D26367g
jgi.p|Yarli1|68095,3510071,3510421,3510071,3510421,YALI0_D26389g,YALI0D26389g,YALI0D26389g
jgi.p|Yarli1|68096,3513712,3514359,3513712,3514359,YALI0_D26411g,YALI0D26411g,YALI0D26411g
jgi.p|Yarli1|68097,3515550,3517694,3515550,3517694,YALI0_D26433g,YALI0D26433g,YALI0D26433g
jgi.p|Yarli1|68098,3517697,3521602,3517697,3521602,YALI0_D26444g,YALI0D26444g,YALI0D26444g
jgi.p|Yarli1|68099,3524881,3525666,3524881,3525666,YALI0_D26466g,YALI0D26466g,YALI0D26466g
jgi.p|Yarli1|68100,3530159,3531829,3530159,3531829,YALI0_D26488g,YALI0D26488g,YALI0D26488g
jgi.p|Yarli1|68101,3533723,3535557,3533723,3535557,YALI0_D26510g,YALI0D26510g,YALI0D26510g
jgi.p|Yarli1|68102,3535901,3537223,3535901,3537223,YALI0_D26532g,YALI0D26532g,YALI0D26532g
jgi.p|Yarli1|68103,3538345,3539538,3538345,3539538,YALI0_D26554g,YALI0D26554g,YALI0D26554g
jgi.p|Yarli1|68104,3540205,3540528,3540205,3540528,YALI0_D26576g,YALI0D26576g,YALI0D26576g
jgi.p|Yarli1|68105,3540718,3541857,3540718,3541857,YALI0_D26598g,YALI0D26598g,YALI0D26598g
jgi.p|Yarli1|68106,3542396,3546277,3542396,3546277,YALI0_D26620g,YALI0D26620g,YALI0D26620g
jgi.p|Yarli1|68107,3546592,3547818,3546592,3547818,YALI0_D26642g,YALI0D26642g,YALI0D26642g
jgi.p|Yarli1|68108,3547989,3548573,3547989,3548573,YALI0_D26664g,YALI0D26664g,YALI0D26664g
jgi.p|Yarli1|68109,3551617,3553419,3551617,3553419,YALI0_D26730g,YALI0D26730g,YALI0D26730g
jgi.p|Yarli1|68110,3555920,3559783,3555920,3559783,YALI0_D26752g,YALI0D26752g,YALI0D26752g
jgi.p|Yarli1|68111,3560555,3564091,3560555,3564091,YALI0_D26774g,YALI0D26774g,YALI0D26774g
jgi.p|Yarli1|68112,3564814,3566193,3564814,3566193,YALI0_D26796g,YALI0D26796g,YALI0D26796g
jgi.p|Yarli1|68113,3570674,3572587,3570674,3572587,YALI0_D26818g,YALI0D26818g,YALI0D26818g
jgi.p|Yarli1|68114,3573069,3574466,3573069,3574466,YALI0_D26840g,YALI0D26840g,YALI0D26840g
jgi.p|Yarli1|68115,3574839,3576329,3574839,3576329,YALI0_D26862g,YALI0D26862g,YALI0D26862g
jgi.p|Yarli1|68116,3576544,3577482,3576544,3577482,YALI0_D26884g,YALI0D26884g,YALI0D26884g
jgi.p|Yarli1|68117,3577805,3578521,3577805,3578521,YALI0_D26906g,YALI0D26906g,YALI0D26906g
jgi.p|Yarli1|68118,3579330,3579680,3579330,3579680,YALI0_D26928g,YALI0D26928g,YALI0D26928g
jgi.p|Yarli1|68119,3579951,3583433,3579951,3583433,YALI0_D26950g,YALI0D26950g,YALI0D26950g
jgi.p|Yarli1|68120,3585935,3589816,3585935,3589816,YALI0_D26972g,YALI0D26972g,YALI0D26972g
jgi.p|Yarli1|68121,3590823,3592856,3590823,3592856,YALI0_D26994g,YALI0D26994g,YALI0D26994g
jgi.p|Yarli1|68122,3595010,3597181,3595010,3597181,YALI0_D27016g,YALI0D27016g,YALI0D27016g
jgi.p|Yarli1|68123,3598558,3601359,3598558,3601359,YALI0_D27038g,YALI0D27038g,YALI0D27038g
jgi.p|Yarli1|68124,3601978,3604800,3601978,3604800,YALI0_D27060g,YALI0D27060g,YALI0D27060g
jgi.p|Yarli1|68125,3605429,3606142,3605429,3606142,YALI0_D27082g,YALI0D27082g,YALI0D27082g
jgi.p|Yarli1|68126,3606805,3607476,3606805,3607476,YALI0_D27104g,YALI0D27104g,YALI0D27104g
jgi.p|Yarli1|68127,3608891,3609850,3608891,3609850,YALI0_D27126g,YALI0D27126g,YALI0D27126g
jgi.p|Yarli1|68128,3610772,3612024,3610772,3612024,YALI0_D27148g,YALI0D27148g,YALI0D27148g
jgi.p|Yarli1|68129,3613852,3614931,3613852,3614931,YALI0_D27170g,YALI0D27170g,YALI0D27170g
jgi.p|Yarli1|68130,3615953,3617803,3615953,3617803,YALI0_D27192g,YALI0D27192g,YALI0D27192g
jgi.p|Yarli1|68131,3620256,3621014,3620256,3621014,YALI0_D27214g,YALI0D27214g,YALI0D27214g
jgi.p|Yarli1|68132,3622054,3622614,3622054,3622614,YALI0_D27236g,YALI0D27236g,YALI0D27236g
jgi.p|Yarli1|68133,3622796,3625699,3622796,3625699,YALI0_D27258g,YALI0D27258g,YALI0D27258g
jgi.p|Yarli1|68134,3626127,3627962,3626127,3627962,YALI0_D27280g,YALI0D27280g,YALI0D27280g
jgi.p|Yarli1|68135,3628252,3629502,3628252,3629502,YALI0_D27302g,YALI0D27302g,YALI0D27302g
jgi.p|Yarli1|68136,3630603,3631511,3630603,3631511,YALI0_D27324g,YALI0D27324g,YALI0D27324g
jgi.p|Yarli1|68137,3631639,3633114,3631639,3633114,YALI0_D27346g,YALI0D27346g,YALI0D27346g
jgi.p|Yarli1|68138,435,1553,435,1553,YALI0_E00110g,YALI0E00110g,YALI0E00110g
jgi.p|Yarli1|68139,2299,3738,2299,3738,YALI0_E00132g,YALI0E00132g,YALI0E00132g
jgi.p|Yarli1|68140,3976,6357,3976,6357,YALI0_E00154g,YALI0E00154g,YALI0E00154g
jgi.p|Yarli1|68141,8889,13804,8889,13804,YALI0_E00176g,YALI0E00176g,YALI0E00176g
jgi.p|Yarli1|68142,15919,17214,15919,17214,YALI0_E00198g,YALI0E00198g,YALI0E00198g
jgi.p|Yarli1|68143,17780,18472,17780,18472,YALI0_E00220g,YALI0E00220g,YALI0E00220g
jgi.p|Yarli1|68144,20096,20614,20096,20614,YALI0_E00242g,YALI0E00242g,YALI0E00242g
jgi.p|Yarli1|68145,21500,23068,21500,23068,YALI0_E00264g,YALI0E00264g,YALI0E00264g
jgi.p|Yarli1|68146,23920,24873,23920,24873,YALI0_E00286g,YALI0E00286g,YALI0E00286g
jgi.p|Yarli1|68147,25491,27263,25491,27263,YALI0_E00308g,YALI0E00308g,YALI0E00308g
jgi.p|Yarli1|68148,29203,30618,29203,30618,YALI0_E00330g,YALI0E00330g,YALI0E00330g
